posicion,temperatura
0.0,1106.271148
0.09798994975,1115.171121
0.1959798995,1112.418126
0.2939698492,1114.065459
0.391959799,1113.438214
0.4899497487,1112.944814
0.5879396985,1112.731099
0.6859296482,1110.628405
0.783919598,1110.037428
0.8819095477,1105.76157
0.9798994975,1107.192761
1.077889447,1100.668962
1.175879397,1102.474395
1.273869347,1097.261572
1.371859296,1098.039953
1.469849246,1092.286927
1.567839196,1093.527908
1.665829146,1088.582982
1.763819095,1088.688932
1.861809045,1084.536563
1.959798995,1085.660493
2.057788945,1083.128051
2.155778894,1082.449767
2.253768844,1079.177017
2.351758794,1077.687704
2.449748744,1073.753748
2.547738693,1071.631077
2.645728643,1068.3085
2.743718593,1064.665708
2.841708543,1061.968058
2.939698492,1059.062512
3.037688442,1058.481063
3.135678392,1054.905669
3.233668342,1055.548893
3.331658291,1053.116529
3.429648241,1052.833548
3.527638191,1052.516249
3.625628141,1053.931099
3.72361809,1054.010622
3.82160804,1053.693637
3.91959799,1054.454508
4.01758794,1055.724396
4.115577889,1055.2294
4.213567839,1055.258265
4.311557789,1053.765339
4.409547739,1053.066705
4.507537688,1052.713703
4.605527638,1052.537878
4.703517588,1052.511171
4.801507538,1052.233503
4.899497487,1052.196431
4.997487437,1051.689738
5.095477387,1052.95345
5.193467337,1052.758909
5.291457286,1053.460149
5.389447236,1052.447538
5.487437186,1052.438035
5.585427136,1053.119809
5.683417085,1053.712757
5.781407035,1052.441832
5.879396985,1050.420947
5.977386935,1050.304595
6.075376884,1050.319494
6.173366834,1048.871446
6.271356784,1050.544747
6.369346734,1051.021103
6.467336683,1051.727518
6.565326633,1052.461781
6.663316583,1054.662469
6.761306533,1054.360336
6.859296482,1055.133086
6.957286432,1056.076978
7.055276382,1056.168068
7.153266332,1057.44651
7.251256281,1058.750941
7.349246231,1058.132452
7.447236181,1055.851214
7.545226131,1056.191564
7.64321608,1055.213245
7.74120603,1055.073729
7.83919598,1053.591841
7.93718593,1056.91619
8.035175879,1056.767733
8.133165829,1059.542782
8.231155779,1059.867533
8.329145729,1062.46302
8.427135678,1061.61835
8.525125628,1063.838656
8.623115578,1063.886035
8.721105528,1065.598478
8.819095477,1065.692602
8.917085427,1067.124325
9.015075377,1065.842555
9.113065327,1064.692002
9.211055276,1064.57513
9.309045226,1064.291359
9.407035176,1062.87226
9.505025126,1063.445517
9.603015075,1064.575877
9.701005025,1064.651223
9.798994975,1066.878995
9.896984925,1066.44905
9.994974874,1068.877225
10.09296482,1067.917751
10.19095477,1070.359808
10.28894472,1069.522179
10.38693467,1072.116761
10.48492462,1071.169584
10.58291457,1073.121199
10.68090452,1071.732651
10.77889447,1072.906873
10.87688442,1071.834342
10.97487437,1073.017884
11.07286432,1071.777224
11.17085427,1073.034076
11.26884422,1073.106769
11.36683417,1073.906643
11.46482412,1073.766144
11.56281407,1074.507798
11.66080402,1074.502808
11.75879397,1074.501253
11.85678392,1075.337925
11.95477387,1075.131587
12.05276382,1075.914416
12.15075377,1075.688073
12.24874372,1076.695583
12.34673367,1075.017709
12.44472362,1076.004679
12.54271357,1075.092318
12.64070352,1075.674351
12.73869347,1073.070736
12.83668342,1074.740312
12.93467337,1071.941621
13.03266332,1072.246047
13.13065327,1070.401689
13.22864322,1070.61701
13.32663317,1069.561353
13.42462312,1069.669874
13.52261307,1069.14944
13.62060302,1069.016005
13.71859296,1068.573326
13.81658291,1069.694962
13.91457286,1069.332486
14.01256281,1069.995923
14.11055276,1070.463912
14.20854271,1070.42004
14.30653266,1069.780117
14.40452261,1068.927832
14.50251256,1068.477983
14.60050251,1066.869281
14.69849246,1066.811505
14.79648241,1065.606473
14.89447236,1066.090196
14.99246231,1065.368479
15.09045226,1066.131133
15.18844221,1065.920774
15.28643216,1066.22875
15.38442211,1066.695342
15.48241206,1067.626427
15.58040201,1068.251659
15.67839196,1068.752127
15.77638191,1068.822004
15.87437186,1068.750932
15.97236181,1068.037258
16.07035176,1066.893625
16.16834171,1066.342301
16.26633166,1064.737248
16.36432161,1064.304378
16.46231156,1063.896403
16.56030151,1063.614159
16.65829146,1063.327828
16.75628141,1063.842831
16.85427136,1063.582855
16.95226131,1063.226945
17.05025126,1064.556229
17.14824121,1064.393665
17.24623116,1065.996092
17.34422111,1065.437245
17.44221106,1066.874438
17.54020101,1066.189069
17.63819095,1066.703073
17.7361809,1065.764755
17.83417085,1066.342362
17.9321608,1064.820349
18.03015075,1066.005181
18.1281407,1065.043971
18.22613065,1066.018357
18.3241206,1065.199715
18.42211055,1066.730039
18.5201005,1065.921856
18.61809045,1066.544131
18.7160804,1066.860904
18.81407035,1067.461118
18.9120603,1068.033686
19.01005025,1069.160314
19.1080402,1070.332614
19.20603015,1070.947735
19.3040201,1071.077572
19.40201005,1072.601303
19.5,1066.092388
