posicion,temperatura
0.0,931.4203785
0.09798994975,937.6605818
0.1959798995,938.5708706
0.2939698492,938.0341516
0.391959799,938.6734107
0.4899497487,938.5554957
0.5879396985,939.0253696
0.6859296482,938.6191485
0.783919598,942.3427101
0.8819095477,941.0068311
0.9798994975,939.5290042
1.077889447,939.8417041
1.175879397,938.464981
1.273869347,935.7304155
1.371859296,936.0143785
1.469849246,937.3849709
1.567839196,937.7417286
1.665829146,937.4724676
1.763819095,939.9381496
1.861809045,939.0040015
1.959798995,941.4354664
2.057788945,938.536205
2.155778894,938.8570678
2.253768844,937.7186137
2.351758794,941.5393994
2.449748744,940.0169926
2.547738693,939.3810175
2.645728643,940.5357111
2.743718593,940.4283935
2.841708543,936.1054032
2.939698492,934.5016798
3.037688442,935.3568891
3.135678392,936.4905345
3.233668342,936.9632513
3.331658291,939.4326547
3.429648241,938.0747563
3.527638191,940.0351098
3.625628141,937.887937
3.72361809,937.681715
3.82160804,938.0305693
3.91959799,941.0030273
4.01758794,943.7690155
4.115577889,942.4978664
4.213567839,943.5496266
4.311557789,942.5728243
4.409547739,939.9320437
4.507537688,939.9005294
4.605527638,939.3804754
4.703517588,940.8889358
4.801507538,941.4152007
4.899497487,943.8885447
4.997487437,942.415504
5.095477387,941.8319082
5.193467337,939.9365826
5.291457286,938.0086402
5.389447236,938.7976917
5.487437186,940.2135624
5.585427136,943.6497557
5.683417085,944.5175686
5.781407035,945.8063285
5.879396985,945.7232204
5.977386935,944.5518666
6.075376884,944.3432222
6.173366834,942.6853651
6.271356784,944.5518056
6.369346734,945.8318979
6.467336683,949.5891654
6.565326633,949.5486947
6.663316583,948.7477978
6.761306533,946.5547513
6.859296482,944.7467041
6.957286432,944.0502293
7.055276382,944.2805811
7.153266332,948.039813
7.251256281,950.8850346
7.349246231,950.6395916
7.447236181,952.1879195
7.545226131,950.906526
7.64321608,948.7509288
7.74120603,947.8626024
7.83919598,949.7024147
7.93718593,950.9578515
8.035175879,952.4820321
8.133165829,954.3893789
8.231155779,951.6986106
8.329145729,950.7555488
8.427135678,950.9191535
8.525125628,949.837302
8.623115578,950.9761501
8.721105528,952.2391194
8.819095477,952.729236
8.917085427,951.635737
9.015075377,954.0279618
9.113065327,953.0959436
9.211055276,950.2061253
9.309045226,951.3131807
9.407035176,951.5985973
9.505025126,952.4851972
9.603015075,952.0567559
9.701005025,953.308789
9.798994975,952.4140204
9.896984925,954.0195015
9.994974874,955.1456638
10.09296482,952.8031644
10.19095477,954.3989809
10.28894472,956.6968105
10.38693467,957.7452297
10.48492462,957.5871129
10.58291457,958.1717541
10.68090452,959.1999312
10.77889447,955.8306933
10.87688442,958.1934505
10.97487437,956.3718556
11.07286432,957.9994077
11.17085427,959.4235202
11.26884422,959.0931857
11.36683417,958.8517987
11.46482412,957.5148225
11.56281407,959.7204949
11.66080402,957.6018192
11.75879397,961.8643173
11.85678392,963.7985108
11.95477387,962.6741763
12.05276382,963.5158506
12.15075377,963.2157855
12.24874372,964.224863
12.34673367,962.8580974
12.44472362,964.5836603
12.54271357,963.5556812
12.64070352,964.8435076
12.73869347,965.7289289
12.83668342,961.0224629
12.93467337,963.2028898
13.03266332,964.7678324
13.13065327,966.7258921
13.22864322,964.5122129
13.32663317,966.0185178
13.42462312,965.7608392
13.52261307,965.6681007
13.62060302,968.4540469
13.71859296,966.9464357
13.81658291,967.7566374
13.91457286,970.6062216
14.01256281,969.2532533
14.11055276,965.8622589
14.20854271,966.5316363
14.30653266,967.8736295
14.40452261,966.8933101
14.50251256,969.3590214
14.60050251,968.7880598
14.69849246,966.0518212
14.79648241,966.5018352
14.89447236,966.4730685
14.99246231,965.7331732
15.09045226,965.026458
15.18844221,968.7616196
15.28643216,966.9790522
15.38442211,964.4595263
15.48241206,965.7829282
15.58040201,963.2990351
15.67839196,963.5809673
15.77638191,966.4858734
15.87437186,966.1590612
15.97236181,964.4966008
16.07035176,963.7435273
16.16834171,964.1498282
16.26633166,961.0945144
16.36432161,963.0284961
16.46231156,963.224342
16.56030151,961.6473669
16.65829146,960.5931851
16.75628141,960.6302432
16.85427136,958.6245916
16.95226131,956.2157394
17.05025126,959.8110652
17.14824121,958.7285362
17.24623116,957.7558947
17.34422111,957.0726611
17.44221106,954.7608223
17.54020101,954.0119536
17.63819095,955.3725657
17.7361809,955.7955559
17.83417085,952.8944766
17.9321608,953.4611466
18.03015075,951.7645729
18.1281407,948.0744521
18.22613065,947.9399839
18.3241206,947.2977458
18.42211055,947.1624182
18.5201005,946.9742682
18.61809045,946.7677346
18.7160804,943.4448838
18.81407035,941.5308219
18.9120603,944.1837301
19.01005025,942.4297632
19.1080402,944.3095756
19.20603015,944.5160407
19.3040201,942.9836271
19.40201005,941.8694928
19.5,939.2458338
