posicion,temperatura
0.0,957.1173124
0.09798994975,959.3197295
0.1959798995,957.8077759
0.2939698492,958.0691217
0.391959799,959.1607974
0.4899497487,958.3454019
0.5879396985,958.7139641
0.6859296482,959.8014543
0.783919598,958.3949613
0.8819095477,958.2958869
0.9798994975,955.7839281
1.077889447,954.8721371
1.175879397,952.2290187
1.273869347,951.3955068
1.371859296,947.3606437
1.469849246,947.0979661
1.567839196,943.7598546
1.665829146,941.330945
1.763819095,939.1328568
1.861809045,935.8327878
1.959798995,937.2910646
2.057788945,936.2742414
2.155778894,936.7494772
2.253768844,938.2012369
2.351758794,935.4877117
2.449748744,937.1972654
2.547738693,933.0496007
2.645728643,932.611682
2.743718593,929.7136492
2.841708543,925.9737817
2.939698492,923.9195697
3.037688442,921.3873606
3.135678392,919.9735878
3.233668342,916.0844925
3.331658291,913.2695705
3.429648241,910.6803168
3.527638191,910.2997549
3.625628141,909.5611258
3.72361809,909.0645854
3.82160804,910.0232485
3.91959799,910.2072149
4.01758794,914.8609992
4.115577889,914.2749078
4.213567839,913.5008376
4.311557789,914.2390122
4.409547739,913.9599332
4.507537688,914.7180695
4.605527638,913.1068816
4.703517588,914.6540446
4.801507538,913.8145051
4.899497487,914.5850177
4.997487437,915.2731337
5.095477387,913.3804022
5.193467337,913.6097031
5.291457286,912.8337149
5.389447236,914.3777629
5.487437186,914.6098191
5.585427136,917.044294
5.683417085,919.902049
5.781407035,919.6226601
5.879396985,922.0768314
5.977386935,921.81338
6.075376884,921.9276414
6.173366834,922.1897688
6.271356784,923.4920832
6.369346734,925.6505405
6.467336683,925.4933613
6.565326633,927.4364203
6.663316583,927.4925258
6.761306533,926.7192229
6.859296482,926.3820775
6.957286432,927.1771473
7.055276382,928.5585398
7.153266332,929.5474257
7.251256281,933.2763693
7.349246231,933.6485328
7.447236181,935.197562
7.545226131,936.7204914
7.64321608,935.3098031
7.74120603,935.8059592
7.83919598,936.9059284
7.93718593,938.0348045
8.035175879,940.5655665
8.133165829,940.6520761
8.231155779,942.2089754
8.329145729,940.6841486
8.427135678,941.3055053
8.525125628,943.3772232
8.623115578,943.2606254
8.721105528,945.6480935
8.819095477,944.0167931
8.917085427,946.1228416
9.015075377,948.4391257
9.113065327,948.2042686
9.211055276,948.495901
9.309045226,945.5643109
9.407035176,947.4589333
9.505025126,947.5317711
9.603015075,948.5053643
9.701005025,948.0289121
9.798994975,944.7164179
9.896984925,947.7958116
9.994974874,946.8848029
10.09296482,949.7330384
10.19095477,949.7625632
10.28894472,949.1660448
10.38693467,948.9829739
10.48492462,948.3487711
10.58291457,948.7103864
10.68090452,946.8677751
10.77889447,944.56354
10.87688442,942.3554437
10.97487437,939.9253142
11.07286432,939.811251
11.17085427,936.604689
11.26884422,933.5900425
11.36683417,929.5281388
11.46482412,929.8195141
11.56281407,929.1090415
11.66080402,929.6601898
11.75879397,928.2075937
11.85678392,928.8423492
11.95477387,929.2301733
12.05276382,929.39982
12.15075377,928.2703146
12.24874372,926.9479075
12.34673367,924.2998871
12.44472362,923.8057923
12.54271357,921.4719135
12.64070352,919.5427001
12.73869347,917.5244288
12.83668342,913.4277481
12.93467337,911.5312303
13.03266332,909.2217264
13.13065327,910.0569774
13.22864322,909.24873
13.32663317,908.0834015
13.42462312,911.4483235
13.52261307,911.3539142
13.62060302,913.4824989
13.71859296,912.3297376
13.81658291,911.0654299
13.91457286,911.0805713
14.01256281,909.9772549
14.11055276,909.9145497
14.20854271,907.292688
14.30653266,905.9906465
14.40452261,904.7200734
14.50251256,902.5833432
14.60050251,900.9178413
14.69849246,900.6505092
14.79648241,899.0594864
14.89447236,899.9229792
14.99246231,900.2313624
15.09045226,901.8681356
15.18844221,903.5679755
15.28643216,903.8797282
15.38442211,905.899764
15.48241206,905.0314334
15.58040201,906.5406466
15.67839196,907.0367762
15.77638191,907.4225935
15.87437186,908.1690549
15.97236181,908.4402149
16.07035176,909.3542381
16.16834171,909.2438424
16.26633166,909.7415773
16.36432161,909.709603
16.46231156,910.5659843
16.56030151,912.1331123
16.65829146,912.2994551
16.75628141,913.9582813
16.85427136,914.3366053
16.95226131,916.3393089
17.05025126,915.7066497
17.14824121,916.5250298
17.24623116,916.9938686
17.34422111,917.3757625
17.44221106,918.0243589
17.54020101,918.0338415
17.63819095,918.8797908
17.7361809,919.4632416
17.83417085,918.8834238
17.9321608,920.3622113
18.03015075,919.5218943
18.1281407,921.5486012
18.22613065,921.6071273
18.3241206,922.193887
18.42211055,925.4205523
18.5201005,924.9652279
18.61809045,927.2780843
18.7160804,926.5456685
18.81407035,927.6441404
18.9120603,928.8421369
19.01005025,927.6196668
19.1080402,930.2620444
19.20603015,928.4187561
19.3040201,929.8117893
19.40201005,929.0195517
19.5,925.2319114
