posicion,temperatura
0.0,942.9732811
0.09798994975,942.8503816
0.1959798995,945.3551229
0.2939698492,942.4388087
0.391959799,942.4939025
0.4899497487,940.9852979
0.5879396985,939.0947348
0.6859296482,939.2640923
0.783919598,936.1014204
0.8819095477,937.4379848
0.9798994975,930.5660973
1.077889447,933.6925741
1.175879397,930.7617953
1.273869347,931.3808582
1.371859296,930.8992498
1.469849246,932.4956901
1.567839196,936.939146
1.665829146,930.6029157
1.763819095,933.8695163
1.861809045,931.4283562
1.959798995,934.0437283
2.057788945,930.2390653
2.155778894,932.4175313
2.253768844,929.0173049
2.351758794,928.3884234
2.449748744,929.2865424
2.547738693,925.7684719
2.645728643,923.6071065
2.743718593,923.811881
2.841708543,926.8643877
2.939698492,924.5220721
3.037688442,927.5735667
3.135678392,930.0203258
3.233668342,927.9915702
3.331658291,930.3563162
3.429648241,928.7095213
3.527638191,930.8208362
3.625628141,928.1465131
3.72361809,932.2071035
3.82160804,928.3644115
3.91959799,927.4431142
4.01758794,927.5128977
4.115577889,925.4146157
4.213567839,924.618472
4.311557789,921.5139135
4.409547739,924.5020225
4.507537688,921.124406
4.605527638,923.4211847
4.703517588,922.986182
4.801507538,923.4263697
4.899497487,922.9163241
4.997487437,923.4495308
5.095477387,924.1125719
5.193467337,922.9474672
5.291457286,926.1794231
5.389447236,927.0396544
5.487437186,928.0282602
5.585427136,927.2447013
5.683417085,927.467831
5.781407035,928.336444
5.879396985,928.7746593
5.977386935,928.6964839
6.075376884,927.0755286
6.173366834,926.9805348
6.271356784,927.5780422
6.369346734,927.6750263
6.467336683,926.1538276
6.565326633,926.2137922
6.663316583,924.6005331
6.761306533,925.9343755
6.859296482,927.1075521
6.957286432,929.4884553
7.055276382,930.051674
7.153266332,929.7739056
7.251256281,930.4208751
7.349246231,930.4841942
7.447236181,933.4826542
7.545226131,931.5749918
7.64321608,930.7603545
7.74120603,929.9300781
7.83919598,931.1211422
7.93718593,931.9806768
8.035175879,930.1152396
8.133165829,928.2742634
8.231155779,927.9405059
8.329145729,928.8408889
8.427135678,928.8014215
8.525125628,929.6324494
8.623115578,932.9438892
8.721105528,933.8739499
8.819095477,932.6361728
8.917085427,933.3782049
9.015075377,934.1156924
9.113065327,935.4656407
9.211055276,933.2999269
9.309045226,933.6547234
9.407035176,933.6034649
9.505025126,939.0957726
9.603015075,938.1322992
9.701005025,933.3287595
9.798994975,932.861499
9.896984925,933.3543273
9.994974874,933.8742352
10.09296482,931.8998072
10.19095477,932.3941338
10.28894472,931.3587152
10.38693467,932.5753427
10.48492462,931.8216132
10.58291457,928.643465
10.68090452,927.4364634
10.77889447,926.6255585
10.87688442,927.4477365
10.97487437,926.9316605
11.07286432,931.3345414
11.17085427,931.2416213
11.26884422,929.7695143
11.36683417,930.0815338
11.46482412,930.7273613
11.56281407,930.2111002
11.66080402,929.2569144
11.75879397,928.8532261
11.85678392,929.2356279
11.95477387,929.9848406
12.05276382,928.1282778
12.15075377,926.6663926
12.24874372,927.2565269
12.34673367,924.2054634
12.44472362,924.2955591
12.54271357,924.2519915
12.64070352,926.0971952
12.73869347,926.2275952
12.83668342,927.4148006
12.93467337,927.6193912
13.03266332,927.2125428
13.13065327,928.8820362
13.22864322,928.909025
13.32663317,926.6883505
13.42462312,925.2138529
13.52261307,925.8147508
13.62060302,926.1041285
13.71859296,924.8367275
13.81658291,925.123459
13.91457286,921.2011262
14.01256281,922.8167709
14.11055276,921.5256156
14.20854271,923.6324614
14.30653266,921.7951608
14.40452261,924.5200445
14.50251256,925.0531045
14.60050251,926.4230512
14.69849246,926.7833714
14.79648241,926.873547
14.89447236,927.5001672
14.99246231,928.7497176
15.09045226,930.6095651
15.18844221,928.7658866
15.28643216,931.0585956
15.38442211,929.9195919
15.48241206,931.7944707
15.58040201,932.2224875
15.67839196,932.2946318
15.77638191,934.6996464
15.87437186,936.2882871
15.97236181,939.7129609
16.07035176,937.623434
16.16834171,941.6418801
16.26633166,940.5710848
16.36432161,942.303902
16.46231156,941.1650558
16.56030151,943.814402
16.65829146,942.4400172
16.75628141,943.0460434
16.85427136,943.2652162
16.95226131,941.1583405
17.05025126,940.9483226
17.14824121,941.6347752
17.24623116,943.4896745
17.34422111,943.2205038
17.44221106,946.6290196
17.54020101,946.3956474
17.63819095,947.0261949
17.7361809,949.1003858
17.83417085,947.544693
17.9321608,948.9085436
18.03015075,947.4811137
18.1281407,950.935215
18.22613065,948.7368515
18.3241206,950.5578756
18.42211055,949.6716428
18.5201005,949.6934433
18.61809045,950.4417854
18.7160804,951.799867
18.81407035,953.2939143
18.9120603,953.286461
19.01005025,955.003323
19.1080402,956.0608957
19.20603015,956.9377474
19.3040201,955.4994517
19.40201005,954.8106934
19.5,952.0109586
