tiempo,avance,velocidad,inlet_temp,IND_1,IND_2,IND_3,IND_4,outlet_temp,posicion
1.1,1.25,1.0416666666666667,989.0408333333335,0.0,0.0,0.0,462.75,0.0,1.25
2.2,1.0,0.9090909090909092,1041.4954545454545,0.0,0.0,0.0,647.6363636363636,0.0,2.25
3.3,1.0,0.9090909090909091,1048.2027272727273,134.54545454545453,0.0,0.0,630.2727272727273,0.0,3.25
4.4,1.25,1.1363636363636362,1047.7645454545452,217.8181818181818,0.0,0.0,609.4545454545455,0.0,4.5
5.5,1.0,0.9090909090909094,1053.9918181818182,218.45454545454547,0.8181818181818182,0.0,583.3636363636364,0.0,5.5
6.6,1.25,1.1363636363636358,1044.6463636363635,218.9090909090909,158.1818181818182,0.0,574.5454545454545,0.0,6.75
7.6,1.0,1.0,1053.6039999999998,218.8,194.5,0.0,577.5,0.0,7.75
8.7,1.0,0.9090909090909086,1049.7945454545456,247.1818181818182,207.1818181818182,0.0,569.2727272727273,0.0,8.75
9.7,0.9499999999999993,0.9499999999999993,1053.0130000000001,522.6,211.4,0.0,548.7,0.0,9.7
10.7,0.4800000000000004,0.4800000000000004,1057.4879999999998,566.8,213.3,71.2,524.9,0.0,10.18
11.7,0.24510000000000076,0.24510000000000076,1049.749,540.7,244.3,207.2,498.5,0.0,10.4251
12.7,0.5,0.5,1054.3390000000002,522.7,515.1,226.5,474.9,0.0,10.9251
13.7,0.4994999999999994,0.4994999999999994,1062.118,497.9,569.4,240.8,457.9,0.0,11.4246
14.7,0.5005000000000006,0.5005000000000006,1061.8960000000002,481.2,538.4,247.2,458.4,0.0,11.9251
15.7,0.5,0.5,1058.48,476.3,510.2,254.3,460.5,0.0,12.4251
16.8,0.5004999999999988,0.45499999999999985,1053.3463636363635,472.8181818181818,382.27272727272725,275.6363636363636,463.90909090909093,0.0,12.9256
17.9,0.6245000000000012,0.5677272727272731,1061.0727272727274,468.45454545454544,31.272727272727273,615.5454545454545,447.54545454545456,0.0,13.5501
19.0,0.5,0.454545454545454,1062.4554545454546,473.1818181818182,0.0,707.0,412.45454545454544,0.0,14.0501
20.1,0.442499999999999,0.40227272727272717,1057.0827272727272,475.09090909090907,0.0,663.8181818181819,408.0,0.0,14.4926
21.2,0.1700999999999997,0.15463636363636316,1049.6563636363637,477.3636363636364,0.0,554.8181818181819,422.45454545454544,0.0,14.6627
22.3,0.17010000000000147,0.15463636363636526,1038.229090909091,475.1818181818182,0.0,500.1818181818182,445.8181818181818,0.0,14.8328
23.4,0.2123999999999988,0.19309090909090776,1037.0890909090908,475.90909090909093,0.0,488.90909090909093,501.1818181818182,0.0,15.0452
24.5,0.16990000000000016,0.1544545454545454,1049.257272727273,475.27272727272725,0.0,425.90909090909093,618.0,0.0,15.2151
25.6,0.21230000000000082,0.19300000000000112,1054.718181818182,475.3636363636364,0.0,72.45454545454545,865.1818181818181,0.0,15.4274
26.7,0.16969999999999885,0.15427272727272603,1061.8927272727271,437.1818181818182,0.0,0.0,953.5454545454545,0.0,15.5971
27.8,0.16960000000000086,0.15418181818181925,1060.459090909091,106.0909090909091,0.0,0.0,966.3636363636364,0.0,15.7667
28.9,0.21199999999999974,0.19272727272727225,1060.89,0.0,0.0,0.0,951.5454545454545,0.0,15.9787
30.0,0.16939999999999955,0.1539999999999994,1059.1136363636363,0.0,0.0,0.0,889.3636363636364,0.0,16.1481
31.1,0.21160000000000068,0.19236363636363735,1053.7109090909091,0.0,0.0,0.0,836.6363636363636,0.0,16.3597
32.2,0.16929999999999978,0.15390909090909102,1051.5063636363639,0.0,0.0,0.0,829.4545454545455,0.0,16.529
33.3,0.16929999999999978,0.15390909090909052,1049.6518181818183,0.0,0.0,0.0,865.3636363636364,0.0,16.6983
34.4,0.21110000000000184,0.19190909090909233,1048.7109090909091,0.0,0.0,0.0,915.5454545454545,0.0,16.9094
35.5,0.1690999999999967,0.15372727272726952,1043.7545454545455,0.0,0.0,0.0,972.7272727272727,0.0,17.0785
36.6,0.21160000000000068,0.19236363636363674,1037.0390909090909,0.0,0.0,0.0,990.7272727272727,0.0,17.2901
37.7,0.16939999999999955,0.1540000000000004,1037.9172727272726,0.0,0.0,0.0,992.4545454545455,0.0,17.4595
38.8,0.16980000000000217,0.15436363636363815,1040.760909090909,0.0,0.0,0.0,991.0909090909091,0.0,17.6293
39.9,0.21289999999999765,0.19354545454545216,1044.8,0.0,0.0,0.0,989.5454545454545,0.0,17.8422
41.0,0.17070000000000007,0.15518181818181806,1046.2418181818184,0.0,0.0,0.0,994.0909090909091,0.0,18.0129
42.1,0.21340000000000003,0.19399999999999978,1045.2427272727273,0.0,0.0,0.0,987.7272727272727,0.0,18.2263
43.2,0.17079999999999984,0.15527272727272792,1043.4390909090907,0.0,0.0,0.0,885.7272727272727,0.0,18.3971
44.3,0.1708000000000034,0.15527272727273017,1042.0045454545457,0.0,0.0,0.0,663.7272727272727,0.0,18.5679
45.4,0.21389999999999887,0.1944545454545442,1038.890909090909,0.0,0.0,0.0,334.0,700.0,18.7818
46.5,0.17129999999999868,0.15572727272727133,1038.2681818181818,0.0,0.0,0.0,14.0,700.0095454545454,18.9531
47.6,0.21440000000000126,0.1949090909090918,1038.0372727272727,0.0,0.0,0.0,0.0,700.0095454545454,19.1675
48.7,0.1717000000000013,0.15609090909091108,1034.1445454545456,0.0,0.0,0.0,0.0,706.9941818181819,19.3392
49.8,0.17159999999999798,0.15599999999999795,1029.251818181818,0.0,0.0,0.0,0.0,800.7420000000001,19.5108
50.9,0.1853981460000007,0.1685437690909095,0.0,0.0,0.0,0.0,0.0,1093.7772727272727,19.696198146
52.0,0.1853981460000007,0.1685437690909095,0.0,0.0,0.0,0.0,0.0,1105.0972727272726,19.881596292
53.1,0.18539814599999715,0.1685437690909063,0.0,0.0,0.0,0.0,0.0,1104.5954545454545,20.066994438
54.2,0.18539814600000426,0.16854376909091384,0.0,0.0,0.0,0.0,0.0,1092.6045454545454,20.252392584000003
55.3,0.13630563072727497,0.123914209752068,0.0,0.0,0.0,0.0,0.0,1082.4690909090907,20.388698214727278
56.4,0.21288649999999976,0.19353318181818135,0.0,0.0,0.0,0.0,0.0,1084.5563636363638,20.601584714727277
57.5,0.16981700000000188,0.1543790909090924,0.0,0.0,0.0,0.0,0.0,1087.2118181818184,20.77140171472728
58.6,0.2123939999999962,0.19308545454545084,0.0,0.0,0.0,0.0,0.0,1087.919090909091,20.983795714727275
59.7,0.17009300000000493,0.1546300000000053,0.0,0.0,0.0,0.0,0.0,1086.0445454545452,21.15388871472728
60.8,0.17012699999999725,0.1546609090909064,0.0,0.0,0.0,0.0,0.0,1085.3818181818183,21.324015714727278
61.9,0.21276000000000295,0.19341818181818424,0.0,0.0,0.0,0.0,0.0,1085.6699999999998,21.53677571472728
63.0,0.16993999999999687,0.15449090909090604,0.0,0.0,0.0,0.0,0.0,1080.28,21.706715714727277
64.1,0.21205999999999747,0.19278181818181564,0.0,0.0,0.0,0.0,0.0,1077.2318181818182,21.918775714727275
65.1,0.1694899999999997,0.1694899999999997,0.0,0.0,0.0,0.0,0.0,1079.678,22.088265714727275
66.1,0.16944000000000514,0.16944000000000514,0.0,0.0,0.0,0.0,0.0,1076.795,22.25770571472728
67.1,0.16943999999999804,0.16943999999999804,0.0,0.0,0.0,0.0,0.0,1071.036,22.427145714727278
68.1,0.16944999999999766,0.16944999999999766,0.0,0.0,0.0,0.0,0.0,1059.4740000000002,22.596595714727275
69.1,0.16934000000000538,0.16934000000000538,0.0,0.0,0.0,0.0,0.0,1051.9010000000003,22.76593571472728
70.1,0.16922999999999888,0.16922999999999888,0.0,0.0,0.0,0.0,0.0,1054.4419999999998,22.93516571472728
71.1,0.16920999999999964,0.16920999999999964,0.0,0.0,0.0,0.0,0.0,1057.3029999999999,23.10437571472728
72.1,0.16922999999999533,0.16922999999999533,0.0,0.0,0.0,0.0,36.0,1048.258,23.273605714727275
73.1,0.16926000000000485,0.16926000000000485,0.0,0.0,0.0,0.0,320.3,1052.002,23.44286571472728
74.1,0.16929000000000016,0.16929000000000016,0.0,0.0,0.0,0.0,303.0,1056.945,23.61215571472728
75.1,0.1693499999999979,0.1693499999999979,0.0,0.0,0.0,0.0,292.5,1050.481,23.781505714727277
76.1,0.1694000000000031,0.1694000000000031,0.0,0.0,0.0,0.0,294.0,1041.514,23.95090571472728
77.1,0.16943999999999448,0.16943999999999448,0.0,0.0,0.0,0.0,294.4,1051.681,24.120345714727275
78.1,0.16942000000000235,0.16942000000000235,0.0,0.0,0.0,0.0,348.1,1061.8490000000002,24.289765714727277
79.1,0.1694000000000031,0.1694000000000031,0.0,0.0,0.0,0.0,613.8,1058.4329999999998,24.45916571472728
80.1,0.16940999999999917,0.16940999999999917,0.0,0.0,0.0,0.0,647.7,1053.1619999999998,24.62857571472728
81.1,0.16941999999999524,0.16941999999999524,0.0,0.0,0.0,0.0,628.2,1040.912,24.797995714727275
82.1,0.16943000000000552,0.16943000000000552,0.0,0.0,0.0,0.0,605.6,1025.319,24.96742571472728
83.1,0.16939999999999955,0.16939999999999955,0.0,0.0,0.0,0.0,584.0,1028.282,25.13682571472728
84.1,0.16938999999999993,0.16938999999999993,0.0,0.0,0.0,0.0,580.2,1041.9460000000001,25.30621571472728
85.1,0.16929000000000016,0.16929000000000016,0.0,0.0,0.0,0.0,579.9,1050.5009999999997,25.47550571472728
86.1,0.16906999999999428,0.16906999999999428,0.0,0.0,0.0,0.0,579.4,1052.2930000000001,25.644575714727274
87.1,0.16865000000000308,0.16865000000000308,0.0,0.0,0.0,0.0,580.4,1057.3049999999998,25.813225714727277
88.1,0.16826000000000363,0.16826000000000363,0.0,0.0,0.0,0.0,579.9,1065.7830000000001,25.98148571472728
89.1,0.1678599999999939,0.1678599999999939,0.0,0.0,0.0,0.0,581.2,1065.275,26.149345714727275
90.1,0.16723,0.16723,0.0,0.0,0.0,0.0,580.8,1066.355,26.316575714727275
91.1,0.166790000000006,0.166790000000006,0.0,0.0,0.0,0.0,578.1,1062.3399999999997,26.48336571472728
92.1,0.16611999999999938,0.16611999999999938,0.0,0.0,0.0,0.0,581.7,1061.3349999999998,26.64948571472728
93.1,0.16554000000000002,0.16554000000000002,0.0,0.0,0.0,0.0,581.4,1066.4630000000002,26.81502571472728
94.1,0.1647499999999944,0.1647499999999944,0.0,0.0,0.0,0.0,583.7,1056.916,26.979775714727275
95.1,0.16435000000000244,0.16435000000000244,0.0,0.0,0.0,0.0,583.2,1050.634,27.144125714727277
96.1,0.1651100000000021,0.1651100000000021,0.0,0.0,0.0,0.0,585.0,1051.6979999999999,27.30923571472728
97.1,0.16681000000000168,0.16681000000000168,0.0,0.0,0.0,0.0,582.5,1061.7460000000003,27.47604571472728
98.1,0.16740999999999673,0.16740999999999673,0.0,0.0,0.0,0.0,581.2,1065.638,27.643455714727278
99.1,0.16738999999999749,0.16738999999999749,0.0,0.0,0.0,0.0,583.8,1060.239,27.810845714727275
100.1,0.16761999999999944,0.16761999999999944,0.0,0.0,0.0,0.0,581.8,1064.238,27.978465714727275
101.1,0.16757000000000488,0.16757000000000488,0.0,0.0,0.0,0.0,581.2,1072.3190000000002,28.14603571472728
102.1,0.16752999999999574,0.16752999999999574,0.0,0.0,0.0,0.0,581.8,1076.916,28.313565714727275
103.1,0.16746000000000194,0.16746000000000194,0.0,0.0,0.0,0.0,581.8,1066.2279999999998,28.481025714727277
104.1,0.16738999999999749,0.16738999999999749,0.0,0.0,0.0,0.0,582.3,1077.9160000000002,28.648415714727275
105.1,0.16732000000000014,0.16732000000000014,0.0,0.0,0.0,0.0,582.3,1082.477,28.815735714727275
106.1,0.16714999999999947,0.16714999999999947,0.0,0.0,0.0,0.0,583.5,1078.811,28.982885714727274
107.1,0.16583000000000325,0.16583000000000325,0.0,0.0,0.0,0.0,583.6,1073.8300000000002,29.148715714727278
108.1,0.16573999999999955,0.16573999999999955,0.0,0.0,0.0,0.0,584.0,1061.352,29.314455714727277
109.1,0.16573999999999955,0.16573999999999955,0.0,0.0,0.0,0.0,584.0,1059.922,29.480195714727277
110.1,0.16573000000000349,0.16573000000000349,0.0,0.0,0.0,0.0,551.9,1071.757,29.64592571472728
111.1,0.16573999999999955,0.16573999999999955,0.0,0.0,0.0,0.0,230.9,1061.721,29.81166571472728
112.1,0.16573999999999955,0.16573999999999955,0.0,0.0,0.0,0.0,4.8,1078.102,29.97740571472728
113.1,0.165739999999996,0.165739999999996,0.0,0.0,0.0,0.0,0.0,1083.7240000000002,30.143145714727275
114.1,0.16571000000000424,0.16571000000000424,0.0,0.0,0.0,0.0,0.0,1070.239,30.30885571472728
115.1,0.16580000000000084,0.16580000000000084,0.0,0.0,0.0,0.0,0.0,1075.878,30.47465571472728
